source_ip,window_id,attempts_in_window,unique_usernames_in_window,mean_interarrival_sec,std_interarrival_sec,min_interarrival_sec,mean_payload_size,std_payload_size,true_label,binary_label
10.0.0.15,29822956,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.15,29822957,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.15,29822958,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.22,29822884,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822885,1,1,60.0,0.0,60.0,82.0,0.0,NORMAL,NORMAL
10.0.0.22,29822886,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822888,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822890,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.22,29822891,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822892,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822893,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822895,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822896,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822897,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822898,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822899,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822900,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822901,1,1,60.0,0.0,60.0,82.0,0.0,NORMAL,NORMAL
10.0.0.22,29822902,3,1,20.9609854221344,1.7681975364685059,19.192787885665894,80.0,0.0,NORMAL,NORMAL
10.0.0.22,29822904,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.22,29822906,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822908,3,1,21.130284905433655,15.150798916816711,5.979485988616943,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822910,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822911,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822913,2,1,12.73383116722107,0.0,12.73383116722107,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822914,2,1,42.2351655960083,0.0,42.2351655960083,80.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.22,29822915,3,1,6.5077643394470215,0.9366483688354492,5.571115970611572,80.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.22,29822916,1,1,60.0,0.0,60.0,79.0,0.0,NORMAL,NORMAL
10.0.0.22,29822917,2,1,13.451984882354736,0.0,13.451984882354736,80.0,1.4142135623730951,NORMAL,NORMAL
10.0.0.22,29822919,2,1,25.117838144302368,0.0,25.117838144302368,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822920,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822921,2,1,17.980526208877563,0.0,17.980526208877563,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822922,1,1,60.0,0.0,60.0,82.0,0.0,NORMAL,NORMAL
10.0.0.22,29822924,2,1,12.700298309326172,0.0,12.700298309326172,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822925,2,1,23.616882801055908,0.0,23.616882801055908,81.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.22,29822926,2,1,26.236120462417603,0.0,26.236120462417603,80.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.22,29822927,2,1,39.917600870132446,0.0,39.917600870132446,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822929,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822930,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822931,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822933,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822934,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822936,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822937,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822938,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822939,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.22,29822941,2,1,30.54376792907715,0.0,30.54376792907715,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822942,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.22,29822943,2,1,15.87269115447998,0.0,15.87269115447998,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822945,2,1,11.990526676177979,0.0,11.990526676177979,80.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.22,29822946,3,1,5.2300273180007935,0.14067208766937256,5.089355230331421,80.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.22,29822947,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822949,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822950,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822951,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822952,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822953,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.22,29822955,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.22,29822956,2,1,33.6101188659668,0.0,33.6101188659668,80.0,1.4142135623730951,NORMAL,NORMAL
10.0.0.22,29822957,1,1,60.0,0.0,60.0,82.0,0.0,NORMAL,NORMAL
10.0.0.31,29822896,3,1,20.217729210853577,2.3200494050979614,17.897679805755615,80.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.31,29822897,2,1,7.872217178344727,0.0,7.872217178344727,80.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.31,29822898,2,1,9.85696530342102,0.0,9.85696530342102,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822900,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822902,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822903,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822905,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822906,2,1,19.090380668640137,0.0,19.090380668640137,80.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.31,29822908,2,1,32.92507266998291,0.0,32.92507266998291,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822909,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822910,1,1,60.0,0.0,60.0,79.0,0.0,NORMAL,NORMAL
10.0.0.31,29822911,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822912,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822913,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822914,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822916,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822917,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822918,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822919,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822920,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822922,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822923,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822924,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822925,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822926,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822927,2,1,35.319557666778564,0.0,35.319557666778564,81.0,1.4142135623730951,NORMAL,NORMAL
10.0.0.31,29822929,2,1,25.171990871429443,0.0,25.171990871429443,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822931,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822932,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822934,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822935,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822936,2,1,18.153749227523804,0.0,18.153749227523804,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822937,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822938,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822939,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822940,2,1,15.925817489624023,0.0,15.925817489624023,80.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.31,29822941,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822942,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822943,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822945,2,1,5.542889595031738,0.0,5.542889595031738,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822946,1,1,60.0,0.0,60.0,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822948,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822949,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822950,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822952,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822953,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822955,2,1,29.507126092910767,0.0,29.507126092910767,80.0,0.0,NORMAL,NORMAL
10.0.0.31,29822956,1,1,60.0,0.0,60.0,82.0,0.0,NORMAL,NORMAL
10.0.0.31,29822957,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.31,29822959,1,1,60.0,0.0,60.0,81.0,0.0,NORMAL,NORMAL
10.0.0.44,29822798,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822799,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822801,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822802,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822804,2,1,31.937689065933228,0.0,31.937689065933228,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822806,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822808,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822809,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822810,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822812,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822813,3,1,7.798307657241821,1.5685842037200928,6.2297234535217285,84.66666666666667,0.5773502691896257,NORMAL,NORMAL
10.0.0.44,29822814,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822815,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822816,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822817,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822818,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822819,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822820,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822821,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822822,2,1,15.002538204193115,0.0,15.002538204193115,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822823,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822824,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822825,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822827,2,1,25.599252700805664,0.0,25.599252700805664,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822828,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822829,2,1,5.470327615737915,0.0,5.470327615737915,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822831,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822833,2,1,48.018359899520874,0.0,48.018359899520874,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822835,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822836,2,1,45.086179971694946,0.0,45.086179971694946,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822837,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822838,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822839,2,1,48.8976788520813,0.0,48.8976788520813,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822840,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822841,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822843,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822845,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822846,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822847,2,1,7.011984586715698,0.0,7.011984586715698,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822848,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822849,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822851,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822853,3,1,25.94580888748169,8.313984870910645,17.631824016571045,85.0,1.0,NORMAL,NORMAL
10.0.0.44,29822854,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822855,2,1,30.62478494644165,0.0,30.62478494644165,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822856,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822858,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822859,2,1,20.667153120040894,0.0,20.667153120040894,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822860,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822862,1,1,60.0,0.0,60.0,86.0,0.0,NORMAL,NORMAL
10.0.0.44,29822863,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822864,1,1,60.0,0.0,60.0,83.0,0.0,NORMAL,NORMAL
10.0.0.44,29822866,2,1,39.218167304992676,0.0,39.218167304992676,84.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822868,2,1,39.34723877906799,0.0,39.34723877906799,85.5,0.7071067811865476,NORMAL,NORMAL
10.0.0.44,29822869,1,1,60.0,0.0,60.0,84.0,0.0,NORMAL,NORMAL
10.0.0.44,29822870,1,1,60.0,0.0,60.0,85.0,0.0,NORMAL,NORMAL
10.0.0.44,29822872,2,1,37.76018309593201,0.0,37.76018309593201,85.5,0.7071067811865476,NORMAL,NORMAL
