timestamp,source_ip,username,success,payload_size,true_label
1789374330.8668807,10.0.0.15,priya.sharma,1,85,NORMAL
1789374400.3584652,10.0.0.15,priya.sharma,1,85,NORMAL
1789374482.1045356,10.0.0.15,priya.sharma,1,85,NORMAL
1789374593.4624827,10.0.0.15,priya.sharma,1,85,NORMAL
1789374666.5505517,10.0.0.15,priya.sharma,1,85,NORMAL
1789374699.547586,10.0.0.15,priya.sharma,0,85,NORMAL
1789374746.6920803,10.0.0.15,priya.sharma,1,85,NORMAL
1789374838.1555665,10.0.0.15,priya.sharma,1,85,NORMAL
1789374851.3043287,10.0.0.15,priya.sharma,1,85,NORMAL
1789374858.5587277,10.0.0.15,priya.sharma,1,85,NORMAL
1789374898.5967863,10.0.0.15,priya.sharma,1,85,NORMAL
1789375010.0516813,10.0.0.15,priya.sharma,1,85,NORMAL
1789375106.0425103,10.0.0.15,priya.sharma,1,85,NORMAL
1789375199.9192722,10.0.0.15,priya.sharma,1,85,NORMAL
1789375284.4386551,10.0.0.15,priya.sharma,1,85,NORMAL
1789375348.8524928,10.0.0.15,priya.sharma,1,85,NORMAL
1789375449.0574784,10.0.0.15,priya.sharma,1,85,NORMAL
1789375470.1465583,10.0.0.15,priya.sharma,1,85,NORMAL
1789375485.2547941,10.0.0.15,priya.sharma,1,85,NORMAL
1789375510.445403,10.0.0.15,priya.sharma,0,85,NORMAL
1789375600.8050508,10.0.0.15,priya.sharma,1,85,NORMAL
1789375610.7429986,10.0.0.15,priya.sharma,1,85,NORMAL
1789375704.8343632,10.0.0.15,priya.sharma,1,85,NORMAL
1789375742.0530005,10.0.0.15,priya.sharma,1,85,NORMAL
1789375770.7024324,10.0.0.15,priya.sharma,1,85,NORMAL
1789375784.674691,10.0.0.15,priya.sharma,1,84,NORMAL
1789375876.8677793,10.0.0.15,priya.sharma,1,85,NORMAL
1789375977.9141192,10.0.0.15,priya.sharma,1,85,NORMAL
1789376095.0709445,10.0.0.15,priya.sharma,1,85,NORMAL
1789376182.286854,10.0.0.15,priya.sharma,1,84,NORMAL
1789376229.4094875,10.0.0.15,priya.sharma,1,85,NORMAL
1789376325.6909516,10.0.0.15,priya.sharma,1,85,NORMAL
1789376376.697948,10.0.0.15,priya.sharma,1,84,NORMAL
1789376450.2087808,10.0.0.15,priya.sharma,1,85,NORMAL
1789376568.6125245,10.0.0.15,priya.sharma,1,85,NORMAL
1789376594.612499,10.0.0.15,priya.sharma,1,84,NORMAL
1789376610.7684321,10.0.0.15,priya.sharma,1,85,NORMAL
1789376683.7013874,10.0.0.15,priya.sharma,1,85,NORMAL
1789376775.9653704,10.0.0.15,priya.sharma,1,85,NORMAL
1789376844.7322474,10.0.0.15,priya.sharma,1,85,NORMAL
1789376868.2918007,10.0.0.15,priya.sharma,1,85,NORMAL
1789376931.078423,10.0.0.15,priya.sharma,1,84,NORMAL
1789376997.004667,10.0.0.15,priya.sharma,1,84,NORMAL
1789377029.8406994,10.0.0.15,priya.sharma,1,85,NORMAL
1789377116.9340668,10.0.0.15,priya.sharma,1,85,NORMAL
1789377190.6223118,10.0.0.15,priya.sharma,1,85,NORMAL
1789377228.867689,10.0.0.15,priya.sharma,1,84,NORMAL
1789377317.654587,10.0.0.15,priya.sharma,1,84,NORMAL
1789377352.9984179,10.0.0.15,priya.sharma,1,85,NORMAL
1789377364.2010016,10.0.0.15,priya.sharma,1,85,NORMAL
1789377455.7289622,10.0.0.15,priya.sharma,1,85,NORMAL
1789377500.539447,10.0.0.15,priya.sharma,1,84,NORMAL
1789373064.4742181,10.0.0.22,rahul.verma,1,81,NORMAL
1789373116.6445134,10.0.0.22,rahul.verma,0,82,NORMAL
1789373204.2410252,10.0.0.22,rahul.verma,1,81,NORMAL
1789373322.8531392,10.0.0.22,rahul.verma,1,81,NORMAL
1789373422.138527,10.0.0.22,rahul.verma,1,80,NORMAL
1789373486.4305909,10.0.0.22,rahul.verma,1,81,NORMAL
1789373531.0010488,10.0.0.22,rahul.verma,1,81,NORMAL
1789373613.1594472,10.0.0.22,rahul.verma,1,81,NORMAL
1789373730.0141635,10.0.0.22,rahul.verma,1,81,NORMAL
1789373766.9789853,10.0.0.22,rahul.verma,1,81,NORMAL
1789373851.1975865,10.0.0.22,rahul.verma,1,81,NORMAL
1789373901.3606806,10.0.0.22,rahul.verma,1,81,NORMAL
1789373960.8991458,10.0.0.22,rahul.verma,1,81,NORMAL
1789374005.6529257,10.0.0.22,rahul.verma,1,81,NORMAL
1789374061.9196694,10.0.0.22,rahul.verma,0,82,NORMAL
1789374130.322997,10.0.0.22,rahul.verma,1,80,NORMAL
1789374149.515785,10.0.0.22,rahul.verma,1,80,NORMAL
1789374172.244968,10.0.0.22,rahul.verma,1,80,NORMAL
1789374275.009894,10.0.0.22,rahul.verma,1,80,NORMAL
1789374382.3446999,10.0.0.22,rahul.verma,1,81,NORMAL
1789374494.8123305,10.0.0.22,rahul.verma,1,81,NORMAL
1789374500.7918165,10.0.0.22,rahul.verma,1,81,NORMAL
1789374537.0729005,10.0.0.22,rahul.verma,1,81,NORMAL
1789374651.4786904,10.0.0.22,rahul.verma,1,81,NORMAL
1789374719.7659683,10.0.0.22,rahul.verma,1,81,NORMAL
1789374820.4527545,10.0.0.22,rahul.verma,1,81,NORMAL
1789374833.1865857,10.0.0.22,rahul.verma,1,81,NORMAL
1789374853.8497305,10.0.0.22,rahul.verma,1,81,NORMAL
1789374896.084896,10.0.0.22,rahul.verma,1,80,NORMAL
1789374915.4715154,10.0.0.22,rahul.verma,1,81,NORMAL
1789374921.0426314,10.0.0.22,rahul.verma,1,81,NORMAL
1789374928.487044,10.0.0.22,rahul.verma,1,80,NORMAL
1789374972.32402,10.0.0.22,rahul.verma,1,79,NORMAL
1789375058.6748352,10.0.0.22,rahul.verma,1,81,NORMAL
1789375072.12682,10.0.0.22,rahul.verma,1,79,NORMAL
1789375140.0439696,10.0.0.22,rahul.verma,1,81,NORMAL
1789375165.1618078,10.0.0.22,rahul.verma,1,81,NORMAL
1789375241.9660778,10.0.0.22,rahul.verma,1,81,NORMAL
1789375265.7653835,10.0.0.22,rahul.verma,1,81,NORMAL
1789375283.7459095,10.0.0.22,rahul.verma,1,81,NORMAL
1789375376.3333066,10.0.0.22,rahul.verma,0,82,NORMAL
1789375459.0680935,10.0.0.22,rahul.verma,1,81,NORMAL
1789375471.7683918,10.0.0.22,rahul.verma,1,81,NORMAL
1789375519.3183787,10.0.0.22,rahul.verma,0,82,NORMAL
1789375542.9352617,10.0.0.22,rahul.verma,1,81,NORMAL
1789375561.7313437,10.0.0.22,rahul.verma,1,81,NORMAL
1789375587.967464,10.0.0.22,rahul.verma,1,80,NORMAL
1789375638.8566248,10.0.0.22,rahul.verma,1,81,NORMAL
1789375678.7742255,10.0.0.22,rahul.verma,1,81,NORMAL
1789375768.8671665,10.0.0.22,rahul.verma,1,81,NORMAL
1789375859.4027882,10.0.0.22,rahul.verma,1,81,NORMAL
1789375901.4992764,10.0.0.22,rahul.verma,1,81,NORMAL
1789375990.5291183,10.0.0.22,rahul.verma,1,81,NORMAL
1789376098.3019207,10.0.0.22,rahul.verma,1,81,NORMAL
1789376188.7888112,10.0.0.22,rahul.verma,1,81,NORMAL
1789376243.2291377,10.0.0.22,rahul.verma,1,81,NORMAL
1789376317.5289683,10.0.0.22,rahul.verma,1,81,NORMAL
1789376367.618807,10.0.0.22,rahul.verma,1,80,NORMAL
1789376478.6715405,10.0.0.22,rahul.verma,1,81,NORMAL
1789376509.2153084,10.0.0.22,rahul.verma,1,81,NORMAL
1789376548.603262,10.0.0.22,rahul.verma,1,80,NORMAL
1789376623.6043372,10.0.0.22,rahul.verma,1,81,NORMAL
1789376639.4770284,10.0.0.22,rahul.verma,1,81,NORMAL
1789376705.4813173,10.0.0.22,rahul.verma,1,81,NORMAL
1789376717.471844,10.0.0.22,rahul.verma,1,80,NORMAL
1789376761.3083494,10.0.0.22,rahul.verma,1,81,NORMAL
1789376766.6790488,10.0.0.22,rahul.verma,1,81,NORMAL
1789376771.768404,10.0.0.22,rahul.verma,1,80,NORMAL
1789376824.3641489,10.0.0.22,rahul.verma,1,81,NORMAL
1789376942.2243154,10.0.0.22,rahul.verma,1,81,NORMAL
1789377056.8207026,10.0.0.22,rahul.verma,1,81,NORMAL
1789377072.4746435,10.0.0.22,rahul.verma,1,81,NORMAL
1789377142.4632392,10.0.0.22,rahul.verma,1,81,NORMAL
1789377230.714419,10.0.0.22,rahul.verma,1,80,NORMAL
1789377323.4495158,10.0.0.22,rahul.verma,1,81,NORMAL
1789377373.8029711,10.0.0.22,rahul.verma,1,81,NORMAL
1789377407.41309,10.0.0.22,rahul.verma,1,79,NORMAL
1789377478.7882915,10.0.0.22,rahul.verma,0,82,NORMAL
1789373772.5215576,10.0.0.31,rahul.verma,1,81,NORMAL
1789373790.4192374,10.0.0.31,rahul.verma,1,81,NORMAL
1789373812.957016,10.0.0.31,rahul.verma,1,80,NORMAL
1789373867.244411,10.0.0.31,rahul.verma,1,80,NORMAL
1789373875.1166282,10.0.0.31,rahul.verma,1,81,NORMAL
1789373909.6856875,10.0.0.31,rahul.verma,1,81,NORMAL
1789373919.5426528,10.0.0.31,rahul.verma,1,81,NORMAL
1789374030.3386266,10.0.0.31,rahul.verma,1,81,NORMAL
1789374140.5483387,10.0.0.31,rahul.verma,1,81,NORMAL
1789374235.6419704,10.0.0.31,rahul.verma,1,81,NORMAL
1789374338.533154,10.0.0.31,rahul.verma,1,80,NORMAL
1789374372.157939,10.0.0.31,rahul.verma,1,80,NORMAL
1789374391.2483196,10.0.0.31,rahul.verma,1,81,NORMAL
1789374493.9843268,10.0.0.31,rahul.verma,1,81,NORMAL
1789374526.9093997,10.0.0.31,rahul.verma,1,81,NORMAL
1789374567.8445625,10.0.0.31,rahul.verma,1,81,NORMAL
1789374659.54676,10.0.0.31,rahul.verma,1,79,NORMAL
1789374671.0246983,10.0.0.31,rahul.verma,1,81,NORMAL
1789374726.8865008,10.0.0.31,rahul.verma,1,81,NORMAL
1789374828.4603457,10.0.0.31,rahul.verma,1,81,NORMAL
1789374898.5569096,10.0.0.31,rahul.verma,1,81,NORMAL
1789375002.2606666,10.0.0.31,rahul.verma,1,81,NORMAL
1789375028.6741533,10.0.0.31,rahul.verma,1,81,NORMAL
1789375129.830389,10.0.0.31,rahul.verma,1,80,NORMAL
1789375160.7100234,10.0.0.31,rahul.verma,1,81,NORMAL
1789375256.4117613,10.0.0.31,rahul.verma,1,81,NORMAL
1789375329.7779124,10.0.0.31,rahul.verma,1,81,NORMAL
1789375415.3228207,10.0.0.31,rahul.verma,1,81,NORMAL
1789375458.8125813,10.0.0.31,rahul.verma,1,81,NORMAL
1789375558.9055774,10.0.0.31,rahul.verma,1,81,NORMAL
1789375568.5845459,10.0.0.31,rahul.verma,1,81,NORMAL
1789375635.5198753,10.0.0.31,rahul.verma,0,82,NORMAL
1789375670.839433,10.0.0.31,rahul.verma,1,80,NORMAL
1789375765.129095,10.0.0.31,rahul.verma,1,80,NORMAL
1789375790.301086,10.0.0.31,rahul.verma,1,80,NORMAL
1789375895.5728905,10.0.0.31,rahul.verma,1,81,NORMAL
1789375979.5659618,10.0.0.31,rahul.verma,1,81,NORMAL
1789376058.8248622,10.0.0.31,rahul.verma,1,81,NORMAL
1789376101.9352684,10.0.0.31,rahul.verma,1,81,NORMAL
1789376170.6656032,10.0.0.31,rahul.verma,1,81,NORMAL
1789376188.8193524,10.0.0.31,rahul.verma,1,81,NORMAL
1789376222.3943207,10.0.0.31,rahul.verma,1,81,NORMAL
1789376303.6881425,10.0.0.31,rahul.verma,1,81,NORMAL
1789376381.487031,10.0.0.31,rahul.verma,1,80,NORMAL
1789376442.366858,10.0.0.31,rahul.verma,1,80,NORMAL
1789376458.2926757,10.0.0.31,rahul.verma,1,81,NORMAL
1789376491.815046,10.0.0.31,rahul.verma,1,80,NORMAL
1789376520.8044045,10.0.0.31,rahul.verma,1,81,NORMAL
1789376613.669625,10.0.0.31,rahul.verma,1,80,NORMAL
1789376713.0211601,10.0.0.31,rahul.verma,1,81,NORMAL
1789376718.5640495,10.0.0.31,rahul.verma,1,81,NORMAL
1789376812.728452,10.0.0.31,rahul.verma,1,80,NORMAL
1789376885.5197225,10.0.0.31,rahul.verma,1,81,NORMAL
1789376977.7233994,10.0.0.31,rahul.verma,1,81,NORMAL
1789377026.4638677,10.0.0.31,rahul.verma,1,81,NORMAL
1789377133.1411793,10.0.0.31,rahul.verma,1,81,NORMAL
1789377213.7311928,10.0.0.31,rahul.verma,1,81,NORMAL
1789377306.112408,10.0.0.31,rahul.verma,1,80,NORMAL
1789377335.619534,10.0.0.31,rahul.verma,1,80,NORMAL
1789377417.6814933,10.0.0.31,rahul.verma,0,82,NORMAL
1789377453.5095456,10.0.0.31,rahul.verma,1,81,NORMAL
1789377547.0364249,10.0.0.31,rahul.verma,1,81,NORMAL
1789367902.565997,10.0.0.44,priya.sharma,1,84,NORMAL
1789367993.3191214,10.0.0.44,priya.sharma,1,85,NORMAL
1789368108.7663875,10.0.0.44,priya.sharma,1,85,NORMAL
1789368125.3725035,10.0.0.44,priya.sharma,1,85,NORMAL
1789368244.328137,10.0.0.44,priya.sharma,1,84,NORMAL
1789368276.265826,10.0.0.44,priya.sharma,1,84,NORMAL
1789368386.7980776,10.0.0.44,priya.sharma,1,85,NORMAL
1789368489.0757616,10.0.0.44,priya.sharma,1,85,NORMAL
1789368578.3045723,10.0.0.44,priya.sharma,1,85,NORMAL
1789368624.3397224,10.0.0.44,priya.sharma,1,85,NORMAL
1789368740.1132042,10.0.0.44,priya.sharma,1,85,NORMAL
1789368791.2183688,10.0.0.44,priya.sharma,1,85,NORMAL
1789368797.4480922,10.0.0.44,priya.sharma,1,85,NORMAL
1789368806.814984,10.0.0.44,priya.sharma,1,84,NORMAL
1789368880.8766987,10.0.0.44,priya.sharma,1,85,NORMAL
1789368927.0651703,10.0.0.44,priya.sharma,0,86,NORMAL
1789368991.0752177,10.0.0.44,priya.sharma,1,85,NORMAL
1789369049.3034787,10.0.0.44,priya.sharma,1,85,NORMAL
1789369107.844281,10.0.0.44,priya.sharma,1,84,NORMAL
1789369166.6392226,10.0.0.44,priya.sharma,0,86,NORMAL
1789369245.8558419,10.0.0.44,priya.sharma,1,85,NORMAL
1789369279.0180962,10.0.0.44,priya.sharma,1,85,NORMAL
1789369361.7013893,10.0.0.44,priya.sharma,1,85,NORMAL
1789369376.7039275,10.0.0.44,priya.sharma,1,85,NORMAL
1789369413.2730641,10.0.0.44,priya.sharma,1,85,NORMAL
1789369498.4749258,10.0.0.44,priya.sharma,1,85,NORMAL
1789369536.8767855,10.0.0.44,priya.sharma,1,85,NORMAL
1789369624.879557,10.0.0.44,priya.sharma,1,84,NORMAL
1789369650.4788096,10.0.0.44,priya.sharma,1,85,NORMAL
1789369726.4626274,10.0.0.44,priya.sharma,0,86,NORMAL
1789369775.5744097,10.0.0.44,priya.sharma,1,85,NORMAL
1789369781.0447373,10.0.0.44,priya.sharma,1,85,NORMAL
1789369886.9542255,10.0.0.44,priya.sharma,1,85,NORMAL
1789369988.401538,10.0.0.44,priya.sharma,1,84,NORMAL
1789370036.4198978,10.0.0.44,priya.sharma,1,85,NORMAL
1789370109.2932105,10.0.0.44,priya.sharma,1,85,NORMAL
1789370166.2222133,10.0.0.44,priya.sharma,1,85,NORMAL
1789370211.3083932,10.0.0.44,priya.sharma,1,85,NORMAL
1789370262.0728536,10.0.0.44,priya.sharma,1,85,NORMAL
1789370328.475373,10.0.0.44,priya.sharma,1,84,NORMAL
1789370350.9010663,10.0.0.44,priya.sharma,1,85,NORMAL
1789370399.7987452,10.0.0.44,priya.sharma,1,85,NORMAL
1789370458.6660442,10.0.0.44,priya.sharma,1,85,NORMAL
1789370515.1051269,10.0.0.44,priya.sharma,1,85,NORMAL
1789370602.1452122,10.0.0.44,priya.sharma,1,85,NORMAL
1789370722.0323749,10.0.0.44,priya.sharma,1,85,NORMAL
1789370818.2668767,10.0.0.44,priya.sharma,1,85,NORMAL
1789370837.6630247,10.0.0.44,priya.sharma,1,85,NORMAL
1789370844.6750095,10.0.0.44,priya.sharma,1,85,NORMAL
1789370931.1941607,10.0.0.44,priya.sharma,1,85,NORMAL
1789370990.767081,10.0.0.44,priya.sharma,1,84,NORMAL
1789371099.3524725,10.0.0.44,priya.sharma,1,85,NORMAL
1789371187.0969245,10.0.0.44,priya.sharma,1,85,NORMAL
1789371204.7287483,10.0.0.44,priya.sharma,0,86,NORMAL
1789371238.988542,10.0.0.44,priya.sharma,1,84,NORMAL
1789371265.828071,10.0.0.44,priya.sharma,1,84,NORMAL
1789371309.368635,10.0.0.44,priya.sharma,1,84,NORMAL
1789371339.9934201,10.0.0.44,priya.sharma,1,85,NORMAL
1789371417.5281506,10.0.0.44,priya.sharma,1,85,NORMAL
1789371530.4869049,10.0.0.44,priya.sharma,1,85,NORMAL
1789371565.2684863,10.0.0.44,priya.sharma,1,85,NORMAL
1789371585.9356396,10.0.0.44,priya.sharma,1,85,NORMAL
1789371657.9218898,10.0.0.44,priya.sharma,1,85,NORMAL
1789371757.6710267,10.0.0.44,priya.sharma,0,86,NORMAL
1789371814.5994015,10.0.0.44,priya.sharma,1,85,NORMAL
1789371854.66421,10.0.0.44,priya.sharma,1,83,NORMAL
1789371961.524421,10.0.0.44,priya.sharma,1,84,NORMAL
1789372000.7425885,10.0.0.44,priya.sharma,1,85,NORMAL
1789372087.6806276,10.0.0.44,priya.sharma,1,85,NORMAL
1789372127.0278664,10.0.0.44,priya.sharma,0,86,NORMAL
1789372197.288578,10.0.0.44,priya.sharma,1,84,NORMAL
1789372229.2174318,10.0.0.44,priya.sharma,1,85,NORMAL
1789372328.1307635,10.0.0.44,priya.sharma,0,86,NORMAL
1789372365.8909466,10.0.0.44,priya.sharma,1,85,NORMAL
1789372394.8165815,10.0.0.44,priya.sharma,1,85,NORMAL
1789372439.8505504,10.0.0.44,priya.sharma,1,85,NORMAL
1789372449.201585,10.0.0.44,priya.sharma,1,84,NORMAL
1789372530.102412,10.0.0.44,priya.sharma,1,84,NORMAL
1789372590.9635432,10.0.0.44,priya.sharma,1,85,NORMAL
1789372697.954351,10.0.0.44,priya.sharma,1,84,NORMAL
1789372793.8941765,10.0.0.44,priya.sharma,1,85,NORMAL
1789372900.5938315,10.0.0.44,priya.sharma,1,85,NORMAL
1789373018.25128,10.0.0.44,priya.sharma,0,84,NORMAL
1789373138.1655264,10.0.0.44,priya.sharma,1,85,NORMAL
1789373201.8592358,10.0.0.44,priya.sharma,1,85,NORMAL
1789373242.825228,10.0.0.44,priya.sharma,1,84,NORMAL
1789373258.4949553,10.0.0.44,priya.sharma,1,85,NORMAL
1789373292.3889418,10.0.0.44,priya.sharma,1,85,NORMAL
1789373391.9033153,10.0.0.44,priya.sharma,1,85,NORMAL
1789373453.017872,10.0.0.44,priya.sharma,1,84,NORMAL
1789373570.901023,10.0.0.44,priya.sharma,1,84,NORMAL
1789373682.9859982,10.0.0.44,priya.sharma,1,85,NORMAL
1789373752.894721,10.0.0.44,priya.sharma,1,84,NORMAL
1789373806.4308128,10.0.0.44,priya.sharma,1,85,NORMAL
1789373903.3033607,10.0.0.44,priya.sharma,1,85,NORMAL
1789373996.8546262,10.0.0.44,priya.sharma,1,85,NORMAL
1789374076.8513548,10.0.0.44,priya.sharma,1,85,NORMAL
1789374149.682647,10.0.0.44,priya.sharma,1,84,NORMAL
1789374159.3477373,10.0.0.44,priya.sharma,1,85,NORMAL
1789374242.4511244,10.0.0.44,priya.sharma,1,85,NORMAL
1789374251.8278952,10.0.0.44,priya.sharma,1,85,NORMAL
1789374281.0073652,10.0.0.44,priya.sharma,1,85,NORMAL
1789374339.628658,10.0.0.44,priya.sharma,1,84,NORMAL
1789374449.5431764,10.0.0.44,priya.sharma,1,85,NORMAL
1789374488.0016713,10.0.0.44,priya.sharma,1,85,NORMAL
1789374579.0297232,10.0.0.44,priya.sharma,1,85,NORMAL
1789374594.6660538,10.0.0.44,priya.sharma,1,85,NORMAL
1789374707.5674353,10.0.0.44,priya.sharma,1,85,NORMAL
1789374799.313479,10.0.0.44,priya.sharma,1,84,NORMAL
1789374820.8248718,10.0.0.44,priya.sharma,1,85,NORMAL
1789374829.945484,10.0.0.44,priya.sharma,1,84,NORMAL
1789374925.1038346,10.0.0.44,priya.sharma,1,85,NORMAL
1789375012.0211415,10.0.0.44,priya.sharma,1,85,NORMAL
1789375056.56776,10.0.0.44,priya.sharma,1,83,NORMAL
1789375148.5451741,10.0.0.44,priya.sharma,1,85,NORMAL
1789375248.4651022,10.0.0.44,priya.sharma,0,86,NORMAL
1789375308.2256818,10.0.0.44,priya.sharma,1,85,NORMAL
1789375424.852104,10.0.0.44,priya.sharma,1,84,NORMAL
1789375535.857311,10.0.0.44,priya.sharma,1,84,NORMAL
1789375593.194504,10.0.0.44,priya.sharma,1,84,NORMAL
1789375636.6093462,10.0.0.44,priya.sharma,1,85,NORMAL
1789375663.906419,10.0.0.44,priya.sharma,1,84,NORMAL
1789375675.4216692,10.0.0.44,priya.sharma,1,85,NORMAL
1789375707.3331134,10.0.0.44,priya.sharma,1,85,NORMAL
1789375771.8840487,10.0.0.44,priya.sharma,1,85,NORMAL
1789375863.809496,10.0.0.44,priya.sharma,1,84,NORMAL
1789375941.6526463,10.0.0.44,priya.sharma,1,85,NORMAL
1789375999.5747013,10.0.0.44,priya.sharma,1,85,NORMAL
1789376080.954723,10.0.0.44,priya.sharma,1,84,NORMAL
1789376102.8205283,10.0.0.44,priya.sharma,1,85,NORMAL
1789376156.1975539,10.0.0.44,priya.sharma,1,85,NORMAL
1789376219.042306,10.0.0.44,priya.sharma,0,85,NORMAL
1789376317.2921638,10.0.0.44,priya.sharma,1,85,NORMAL
1789376355.5158434,10.0.0.44,priya.sharma,0,86,NORMAL
1789376447.6143312,10.0.0.44,priya.sharma,0,86,NORMAL
1789376565.8703573,10.0.0.44,priya.sharma,1,85,NORMAL
